QueryText,Sector
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"query about irrigation requirement for wheat crop?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding Weed control in Sugarcane?
",AGRICULTURE
"Information regarding control of Aphid in wheat ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding improved varieties of Basmati?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
Information regarding the control of aphids in celery (karnauli)?,HORTICULTURE
"Information regarding the last irrigation in wheat ?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
Information regarding kisan credit card ?,AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding Total Fertilizer dose in Summer moong?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding Contact no. of Punjab Agricultural University Ludhiana ?
",HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"
Information regarding control of mango malformation?
",HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"
Information regarding control of fruit droping in mango?
",HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding for kisan credit card ?
",AGRICULTURE
information regarding to flowers dropping in bitter gourd ?,HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
information regarding spray of fungiscide in karnauli?,AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
Information regarding the last irrigation in wheat ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding for kisan credit card ?
",AGRICULTURE
 Information regarding weather forecasting? ,AGRICULTURE
"Information regarding control of onion thrips?
",HORTICULTURE
"Information regarding the last irrigation in wheat ?
",AGRICULTURE
information regarding yield of pusa basmati -1718?,AGRICULTURE
"
query about irrigation requirement for wheat crop?
",AGRICULTURE
"query about irrigation requirement for wheat crop?
",AGRICULTURE
"query about recommendation of  pesticide for wheat crop?
",AGRICULTURE
Information regarding control of Karnal Bunt in wheat ?,AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
Information regarding the control of Aphid in okra ?,HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
"
 information regarding weather forecasting? 
",AGRICULTURE
"information regarding for kisan credit card ?
",AGRICULTURE
"query about irrigation requirement for wheat crop?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
Information regarding the problem of powdery mildew in grapes?,HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding for contact no. of fruit science department,PAU ludhiana ?",AGRICULTURE
"Information regarding Weed control in Summer moong?
",AGRICULTURE
Information regarding the online site for checking the price ?,AGRICULTURE
"
Information regarding the contact no. of Punjab Mandi Board ?
",AGRICULTURE
"Information regarding control of Red Pumpkin beetle in CUCURBITS?
",HORTICULTURE
"information regarding control of maize borer?
",AGRICULTURE
"Information regarding the combine control of aphid and caterpillar in wheat ?
",AGRICULTURE
"
Information regarding Contact no. of Punjab Agricultural University Ludhiana ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"query about recommendation of  pesticide for wheat crop?
",AGRICULTURE
"information regarding for kisan credit card ?
",AGRICULTURE
Information regarding flower drop of citrus?,HORTICULTURE
 Information regarding weather forecasting? ,HORTICULTURE
"query about Pradhan Mantri Kisan Samman Nidhi Yojana?
",AGRICULTURE
"information regarding for kisan credit card ?
",AGRICULTURE
"
information regarding contact no. of PAU,Ludhiana?
",AGRICULTURE
"query about irrigation requirement for wheat crop?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding the last irrigation in wheat ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
information regarding fruit borer in cucumber ?,HORTICULTURE
"Information regarding irrigation in Summer moong?
",AGRICULTURE
"Information regarding improved varieties of Okra?
",HORTICULTURE
"Information regarding Sowing time of Okra?
",HORTICULTURE
"Sowing time of Marigold flower ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"
Information regarding control of fruit drop in Citrus?
",HORTICULTURE
"
Information regarding Contact no. of Punjab Agricultural University Ludhiana ?
",HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding to update  id ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
Information regarding control of borer on cauliflower?,HORTICULTURE
"
Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding fertilizer doses in mango?
",HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding control of fruit drop in litchi ?
",HORTICULTURE
information regarding fruit fly in litchi?,HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding control of Red spidermite in CUCURBITS?
",HORTICULTURE
Information regarding the last irrigation in wheat ?,AGRICULTURE
"
Information regarding control of fruit drop in mango ?
",HORTICULTURE
"Information regarding control of Mites in Okra?
",HORTICULTURE
"Information regarding the contact no. of Animal Husbandry Department of Amritsar ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather in ?
",AGRICULTURE
Information regarding red mite in indian squash ?,HORTICULTURE
information regarding weather forecasting?,AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather  ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather?
",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
"Information regarding control of Aphids in Tomato?
",HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
fake call,AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"
Information regarding Motha weed control in Maize ?
",AGRICULTURE
blank call,AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
Information regarding control of fruit drop in Citrus?
",HORTICULTURE
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
"Information regarding Sowing time of BOTTLE GOURD(Ghia kadoo)?
",HORTICULTURE
BLANK CALL,AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
blank ,AGRICULTURE
"query about irrigation requirement for wheat crop?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
information regarding to root rot in  cabbage ?,HORTICULTURE
" information regarding weather forecasting? 
 ",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"
",AGRICULTURE
"Information regarding control of Fruit flies in CUCURBITS? 
",HORTICULTURE
"
information regarding contact no. of PAU,Ludhiana?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding control of Red Pumpkin beetle in okra?,HORTICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
information regarding for root rot in moong  ?,AGRICULTURE
"Information reagding control of Pink Stem Borer in wheat ?
",AGRICULTURE
"
Information regarding weather forecasting?
",AGRICULTURE
"Information regarding sowing time of fodder maize ?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
" information regarding weather forecasting? 
 ",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
                                                                                                                     
",AGRICULTURE
Information regarding control of caterpillar in wheat ?,AGRICULTURE
Information regarding helpline no. PM kisan samman nidhi yojna ?,AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding contact no. of PAU,Ludhiana?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"
query about Pradhan Mantri Kisan Samman Nidhi Yojana?
",AGRICULTURE
"information regarding contact no. of PAU,Ludhiana?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
information regarding blight problem in kitchen garden ?,HORTICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"Information regarding the last irrigation in wheat ?
",AGRICULTURE
"Information regarding Weed control in Maize ?
",AGRICULTURE
Information regarding agriculture crops in bihar?,AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding control of Red spidermite in CUCURBITS?
",HORTICULTURE
"Information regarding Stem rot in Barseem?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
Information regarding growth of bitter gourd?,HORTICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"
 Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
information regarding department of veterinary extension education?,AGRICULTURE
for job ?,AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"information regarding yield of pusa basmati -1718?
",AGRICULTURE
"
Information regarding the last irrigation in wheat ?
",AGRICULTURE
"Information regarding control of aphid in wheat ?
",AGRICULTURE
"Information regarding control of fruit drop in Citrus?
",HORTICULTURE
Information regarding control of sucking pest in ribbed gourd (kali tori) ?,HORTICULTURE
"Information regarding improved varieties of Brinjal?
",HORTICULTURE
information regarding control of  aphid in peach ?,HORTICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"Information regarding Contact no. of Punjab Agricultural University Ludhiana ,fodder section extension no.?
",AGRICULTURE
"Information regarding the last irrigation in wheat ?
",AGRICULTURE
"Information regarding for Improved Varieties and seed rate of Fodder maize ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
"INFORMATION REGARDING CONTROL OF FRUIT DROP IN MANGO?
",HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
"information regarding control of aphid in mango?
",HORTICULTURE
"Information regarding the last irrigation before harvesting in wheat?
",AGRICULTURE
"
Information regarding control of Termite or shoot borer in Sugarcane?
",AGRICULTURE
"information regarding processing of dry ginger ?
",HORTICULTURE
"
Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
INFORMATION REGARDING LAST IRRIGATION IN GARLIC ?,HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
INFORMATION REGARDING RECRUITMENT IN KISAN CALL CENTER ?,AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
" information regarding weather forecasting? 
 ",AGRICULTURE
"
 Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding Tobacco cacterpillar in Summer moong?
",AGRICULTURE
"
 information regarding weather forecasting? 
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"Information regarding control of Fruit flies in CUCURBITS?
",HORTICULTURE
"
Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
"
 information regarding weather forecasting? 
",AGRICULTURE
"Information regarding Stem rot in Barseem?
",AGRICULTURE
"Information regarding control of Red Pumpkin beetle in CUCURBITS?
",HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
information regarding to fertilizer dose in sorghum fodder ?,AGRICULTURE
"
Information regarding control of Brinjal shoot and Fruit borer?
",HORTICULTURE
"
Information regarding Fertilizer apply in Brinjal?
",HORTICULTURE
" Information regarding weather forecasting? 
 ",AGRICULTURE
" Information regarding weather forecasting? 
 ",AGRICULTURE
"Information regarding transplanting date for paddy?
",AGRICULTURE
"Information regarding Stem rot in Barseem?
Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"Information regarding control of red pumpkin bettle?
",HORTICULTURE
"Information regarding weather forecasting amritsar ?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"INFORMATION REGARDING CONTROL OF APHID , HOPPER IN CORIANDER ?",HORTICULTURE
information regarding chilli does not bearing fruits ?,HORTICULTURE
" information regading  flower dropping in mango?
",HORTICULTURE
"Information regarding weather forecasting verka ?
",AGRICULTURE
INFORMATION REGARDING CONTROL OF FRUIT FLY IN GUAVA ?,AGRICULTURE
information regarding fertilizer doses in maize ?,AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"  Information regarding weather forecasting MAJITHA ? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
information regarding for nursery sowing and transplanting time of paddy ?,AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
Information regarding the Contact no. Of Amritsar KVK?,HORTICULTURE
"Information regarding control of Aphids in CUCURBITS?
",HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
Information regarding the control of weeds in maize ?,AGRICULTURE
"information regarding yield of pusa basmati -1718?
",AGRICULTURE
"Information regarding improved varieties in fodder Maize?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
Information regarding the control of caterpillar in wheat ?,AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information  regarding control of weeds in non cropping area?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"
 Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"  Information regarding weather forecasting?  
",AGRICULTURE
INFORMATION REGARDING IRON DEFICIENCY IN SUGARCANE ?,AGRICULTURE
"information regarding prepration of bordeaux mixture?
",HORTICULTURE
"
information regarding bordeaux paste ?
",HORTICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"

information regarding weather forecasting?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" 
Information regarding weather forecasting?
",AGRICULTURE
information regarding contact no. of PUSA institute Delhi?,AGRICULTURE
information regarding contact no. of PUSA institute Delhi?,AGRICULTURE
 Information regarding weather forecasting? ,AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"Information regarding control of army worm in wheat ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" 
Information regarding weather forecasting?
",AGRICULTURE
" 
Information regarding weather forecasting?
",AGRICULTURE
" 
Information regarding weather forecasting?
",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
"
Information regarding weather forecasting?
",AGRICULTURE
"
Information regarding weather forecasting?
",AGRICULTURE
"
Information regarding weather forecasting?
",AGRICULTURE
Information regarding weather forecasting?,AGRICULTURE
Information regarding Improved varieties of Summer moong?,AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"
Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding seed rate of mung bean?
",AGRICULTURE
"Information regarding control of Citrus psylla,Aphids and Citrus leaf miner?
",HORTICULTURE
"

 Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding transplanting date for paddy?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding Fertilizer in BITTER GOURD(Karela)?
",HORTICULTURE
irrelevant call,HORTICULTURE
"Information regarding Stem rot in Barseem?
",AGRICULTURE
"Information regarding Sowing time of Tomato?
",HORTICULTURE
information regarding irrigation in mash crop ?,AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding cultivation of saffron?
",HORTICULTURE
"  Information regarding weather forecasting rayya - ?
",AGRICULTURE
"Information regarding transplanting date for paddy?
",AGRICULTURE
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding control of fungus in Lobia? 
",HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"  Information regarding weather forecasting  majitha ?
",AGRICULTURE
information regarding weed control in moong?,AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Query about control of caterpillar in barseem ?
",AGRICULTURE
"Information regarding control of army worm in wheat ?
",AGRICULTURE
information regarding control of fungus in kali tori?,HORTICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding Control of Armyworm and silk cutter in Mazie crop ?
Information regarding Control of Jassid or Pyrilla in Mazie crop ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"  Information regarding weather forecasting  amritsar ?
",AGRICULTURE
"Information reagding control of Pink Stem Borer in wheat ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
 Information regarding weather forecasting? 
",AGRICULTURE
information regarding red beetle ?,AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
"Information regarding to varieties of fodder maize ?
",AGRICULTURE
"Information regarding the Contact no. Of Amritsar KVK?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"  Information regarding weather forecasting  amritsar ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding control of Pink Stem Borer in wheat ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding Total fertilizer dose in Mazie ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
Information regarding the Contact no. Of Amritsar KVK?,HORTICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"
Information regarding the contact no. of Punjab Mandi Board ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding control of Spotted bollworm in Okra?
",HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding the Contact no. Of Amritsar KVK?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding improved varieties of Basmati?
",AGRICULTURE
"
Information regarding weather forecasting?
",AGRICULTURE
"INFORMATION REGARDING HOW TO COLLECT SOIL SAMPLE?
",AGRICULTURE
information regarding control of  catterpillar  in cucubits ?,HORTICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
"Call regarding message delivery on mobile.
",AGRICULTURE
"Information regarding Fertilizer dose in maize crop ?
",AGRICULTURE
"Information regarding control of aphid in wheat ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding contact no. of PAU,Ludhiana?
",AGRICULTURE
"Information regarding weather forecasting  ?
",AGRICULTURE
"  Information regarding weather forecasting? 
",AGRICULTURE
Information regarding the weather forecasting ?,AGRICULTURE
Information regarding the weather forecasting ?,AGRICULTURE
Information regarding the weather forecasting ?,AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather forecasting  CHOGAWAN ?
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
"Information regarding weather forecasting  MAJITHA  ?
",AGRICULTURE
"
INFORMATION REGARDING HOW TO COLLECT SOIL SAMPLE?
",HORTICULTURE
"Information regarding weather forecasting  ?
",AGRICULTURE
"Information regarding nursery sowing and transplanting time of Paddy?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding control of mango malformation?
",HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding Improved varieties of Summer moong?
",AGRICULTURE
"Information regarding Improved varieties and yield of  Summer Mash?
",AGRICULTURE
"Information regarding control of Downy mildew or Blight in CUCURBITS?
",HORTICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting  AJNALA ?
",AGRICULTURE
"Information regarding weather forecasting  AJNALA ?
",AGRICULTURE
"Information regarding the Contact no. Of Amritsar KVK?
",AGRICULTURE
"Information regarding the Contact no. Of Amritsar KVK?
",AGRICULTURE
"Information regarding Contact no. Of Chief Agricultural Officer of Amritsar ?
",AGRICULTURE
"Information regarding weather forecasting?
 ",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting ajnala ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting ajnala ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
"Information regarding the weather forecasting ?
",AGRICULTURE
"
  Information regarding weather forecasting?  
",AGRICULTURE
"Information regarding weather forecasting RAYYA ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"
  Information regarding weather forecasting?  ",AGRICULTURE
"Query about control of caterpillar in barseem ?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding weather forecasting?
",AGRICULTURE
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding the Contact no. Of Amritsar KVK?
",AGRICULTURE
information regarding control to house fly ?,AGRICULTURE
INFORMATION REGARDING CONTROL OF MANGO MALFORMATION ?,HORTICULTURE
"Information regarding yield of pusa basmati -1718?
",AGRICULTURE
"Call regarding message delivery on mobile.
",AGRICULTURE
"information regarding to update  id ?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"Information regarding Control of Gram caterpillar in Barseem?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
"
information regarding weather forecasting?
",AGRICULTURE
" information regarding weather forecasting? 
",AGRICULTURE
Information regarding MSP of wheat?,AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding contact no. of PAU,Ludhiana?
",AGRICULTURE
"Information regarding contact no. of KVK Amritsar?
",AGRICULTURE
information regarding weather forecasting?,AGRICULTURE
" Information regarding weather forecasting? 
",AGRICULTURE
"information regarding weather forecasting?
",AGRICULTURE
information regarding nutrient management in guava?,HORTICULTURE
"information regarding to contact no. of Punjab Agricultural University Ludhiana  ?
",AGRICULTURE
