QueryText,Sector,aug_method
information reagrding to control of flower of drop in brinjal?,HORTICULTURE,original
chief agriculture officers in amritsr?,HORTICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF CORIANDER(DHANIA))?,HORTICULTURE,original
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF FALSE SMUT  DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
weed control in onion?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION CONTROL OF STEM BORER IN RICE?,AGRICULTURE,original
INFORMATION CONTROL OF STEM BORER IN RICE?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SHEATH BLIGHT IN RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
information regarding to weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL  OF WHITE BACKED PLANT HOPPER(W.P.H.) & BROWN PLANT HOPPER(B.P.H.) IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
control of leaf folder?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
sowing time  of barseem/,AGRICULTURE,original
FUNGUS ATTACK IN LAWN,HORTICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
REGARDING FRUIT BREAK IN MANGO,HORTICULTURE,original
Information regarding spray during the maturity of Paddy?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER OF AMRITSAR?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF FOOT ROT IN BASMATI RICE?,AGRICULTURE,original
REDDNING IN COTTON CROP,AGRICULTURE,original
ATTACK OF APHIDS & JASSIDS,AGRICULTURE,original
information rigardingh weather of punjab,AGRICULTURE,original
REGARDING WEATHER IN AMRITSAR,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF STEMBORERS IN BASMATI RICE CROP ?,AGRICULTURE,original
Query About The contact number of KVK Noormahal?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
problem of grass hopper in paddy?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SHEATH BLIGHT IN RICE ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF APHIDS IN COTTON CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE HIGH YIELD  OF COTTON ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF WHITEFLY IN COTTON,AGRICULTURE,original
regarding leaf folder,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF WHITEFLY IN COTTON,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION CONTROL OF SHEATH BLIGHT IN RICE?,AGRICULTURE,original
INFORMATION CONTROL OF SHEATH BLIGHT IN RICE?,AGRICULTURE,original
information regarding to weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
REGARDING LEAF CURL IN COTTON,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF SHEATH BLIGHT IN RICE?,AGRICULTURE,original
Information regarding variety of pea?,HORTICULTURE,original
INFORMATION REGARDING CHANCE OF RAIN FALL TODAY?,AGRICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL  OF WHITEBACKED PLANT HOPPER(W.P.H.) & BROWN PLANT HOPPER(B.P.H.) IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding   weather of punjab?,AGRICULTURE,original
REGARDING LEAF FOLDER IN PADDY,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF WHITEFLY IN COTTON CROP ?,AGRICULTURE,original
information regarding control of  sucking pest  in cotton,AGRICULTURE,original
varity of carrot?,HORTICULTURE,original
sowing time of pea?,HORTICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF BAJRA?,AGRICULTURE,original
INFORMATION REGARDING SPRAY DURING THE MATURITY OF PADDY?,AGRICULTURE,original
what is the dose of padan?,AGRICULTURE,original
CONTROL OF LEAF FOLDER?,AGRICULTURE,original
information regarding to control of leaf folder in rice?,AGRICULTURE,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
REGARDING VERIETY OF CUCUMBER,HORTICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE CROP ?,AGRICULTURE,original
information regarding to control of leaf folder in rice?,AGRICULTURE,original
information regarding white flies,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
information regarding to weather ?,AGRICULTURE,original
information regarding to weather  ?,AGRICULTURE,original
problem of leaf folder in paddy?,AGRICULTURE,original
information regarding weather?,AGRICULTURE,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
information regarding fungus in paddy?,AGRICULTURE,original
jassids in paddy?,AGRICULTURE,original
information regarding kisan mela   ?,AGRICULTURE,original
information regarding fungus in paddy?,AGRICULTURE,original
INFORMATION CONTROL OF SHEATH BLIGHT IN RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING SOWING TIME AND VARIETIES OF PEAS,HORTICULTURE,original
INFORMATION CONTROL OF SHEATH BLIGHT IN RICE?,AGRICULTURE,original
early maturing varities of pea?,HORTICULTURE,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
#:   INFORMATION REGARDING CONTROL OF PLANT HOPPERS IN RICE CROP ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL  OF WHITEBACKED PLANT HOPPER(W.P.H.) & BROWN PLANT HOPPER(B.P.H.) IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
information regarding kisan mela  in P.A.U. Ludhiana ?,AGRICULTURE,original
information regarding control of root weevil in paddy ?,AGRICULTURE,original
information regarding how to control of leaf folder in paddy ?,AGRICULTURE,original
REGARDING EARLY MATURE PUSA 44,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
SHETH BLIGHT IN PADDY?,AGRICULTURE,original
regarding protection from mites,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
what is the dose of confidor in paddy?,AGRICULTURE,original
REGARDING SHEATH BLIGHT IN PADDY,AGRICULTURE,original
CONTROL OF SHEATH BLIGHT?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE?,AGRICULTURE,original
information regarding to kisan mela?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF TERMITE ATTACK IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
"""INFORMATION REGARDING FOR THE CONTROL OF FOOT ROOT IN PADDY(JHONA) CROP?
""",AGRICULTURE,original
INFORMATION REGARDING  CONTROL OF WEEDIN RICE ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
Information regarding how to control Rice Stemborer in Paddy?,AGRICULTURE,original
"""INFORMATION REGARDING FOR THE TOTAL DOSE OF UERA IN PADDY ?
""",AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL foot root  IN RICE CROP?,AGRICULTURE,original
Information regarding how to control Rice Stemborer in Paddy?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF CATTER PILLER IN PADDY?,AGRICULTURE,original
CONTROL OF VOLUNTEER PLANYS IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SEED TREATMENT OF PADDY(JHONA)?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SOWING TIME OF RADISH(MOOLI)?,HORTICULTURE,original
INFORMATION REGARDING FOR THE WEED CONTROL IN PADDY(JHONA) NURSERY(POST -GERMINATED CONDITION)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
information regarding for weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF FORAGE PEARL MILLET(CHARE WALA BAJRA)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING IRON DIFICIENCY IN RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF IRON DEFICIENCY IN RICE  ?,AGRICULTURE,original
Information regarding how to control Iron Deficiency in Paddy?,AGRICULTURE,original
CONTROL OF VOLUNTEER PLANTS IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN PADDY AFTER 20-25 DAYS OF TRANSPLANTING?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
Information regarding fertilizers dose in Basmati?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF ROOT ROT IN PADDY FIELD?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF FLUG SMUT  in basmati  rice?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER FORCASTING ?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF JHANDA DISSEASE IN RICE ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF BITTER GOURD IN BITTER GOURD?,HORTICULTURE,original
INFORMATION REGARDING CONTROL OF JHANDA DISSEASE IN RICE ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF LEAF FOLDER IN RICE ?,AGRICULTURE,original
INFORMAION REGARDING FOR THE WEATHER?,AGRICULTURE,original
INFORMATION REGARDING TO WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL  OF WHITE BACKED PLANT HOPPER(W.P.H.) & BROWN PLANT HOPPER(B.P.H.) IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF WEED IN RICE?,AGRICULTURE,original
CONTROL OF IRON DEFICIENCY IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER ?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
CONTROL OF VOLUNTEER PLANTS IN PADDY?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
CONTROL OF RICE STEM BORER?,AGRICULTURE,original
CONTROL OF FRUIT FLY IN GUAVA?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF FLUG SMUT  in basmati  rice?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMAION REGARDING FOR THE WEATHER?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
information regarding of weather?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST ?,AGRICULTURE,original
information regarding of weather?,AGRICULTURE,original
information regarding urea dose in punjab basmati-3?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
Information regarding fertilizers dose in Basmati?,AGRICULTURE,original
information regarding of weather?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF foot rot  in ASH GOURD?,HORTICULTURE,original
INFORMATION REGARDING CONTROL OF CATTER PILLAR IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE,original
regardind doze of insecticide,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF  STEM BORER IN RICE?,AGRICULTURE,original
Foot rot in basmati rice????,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF FUNGAL DISEASE IN PADDY,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF FUNGAL DISEASE IN PADDY,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF WEEDS IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORCASTING ?,AGRICULTURE,original
INFORMATION REGARDING IRON DIFICIENCY IN RICE?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
Growth of paddy????,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR WEATHER CONDITION ?,AGRICULTURE,original
Information regarding for foot root in rice ?,AGRICULTURE,original
information regarding iron deficiency in paddy ?,AGRICULTURE,original
information regarding controlof insects in basmati 1509?,AGRICULTURE,original
information regarding iron deficiency in paddy ?,AGRICULTURE,original
information regarding control of catter piller in basmati?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding control caterpiller in chillies?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding controlof catter piller in basmati?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST  ?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
Information regarding how to control termite in newly Planted plants of mango?,HORTICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
information regarding sowing time of radish?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
information regarding control of insects in basmati 1509?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER FORCASTING ?,AGRICULTURE,original
information regarding to weather ?,AGRICULTURE,original
information regarding to weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
Information regarding weather of Amritsar??,AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
"""INFORMATION REGARDING FOR THE CONTROL OF FOOT ROOT IN PADDY(JHONA) CROP?
""",AGRICULTURE,original
INFORMATION REGARING WEATHER CONDITION ?,AGRICULTURE,original
Information regarding how to control Foot-Rot in Basmati?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF DAMMPING OF IN RICE ?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
Infor mation regarding Rice stemborer????,AGRICULTURE,original
INFORMATION REGARDING FOR THE FERT. DOSE AT THE TIME OF PADDY(JHONA) TRANSPLANTING?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING  FOR THE WEATHER ?,AGRICULTURE,original
information regarding of weather?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF OKRA(BHINDI)?,HORTICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER FORCASTING ?,AGRICULTURE,original
Information regarding weather of Amritsar?,AGRICULTURE,original
information regarding control of yellowing in basmati?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOOT ROT IN PADDY ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEED CONTROL IN PADDY(JHONA) NURSERY(POST -GERMINATED CONDITION)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER FORCASTING ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER FORCASTING ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF STEMBORERS IN RICE CROP ?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF SHEATH BLIGHT ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding fungicide for paddy ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
Information regarding how to control Fruit Rot in Chillies?,HORTICULTURE,original
INFORMATION REGARDING WEATHER CONDTION?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF CATTER PILLER IN PADDY?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
Information regarding subsidy on UnderGround Water pipe line?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF BROWN LEAF SPOT  DISEASE ATTACK ON PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
information regarding control of root rot in basmati 1121?,AGRICULTURE,original
information regarding control of stem borer in paddy?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding growth in paddy?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
information regarding to weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF SHEATH BLIGHT IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING WEATHER FORECAST,AGRICULTURE,original
INFORMATION REGARDING WEATHER?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF BOTTLEGOURD(GHIYA KADDU)?,HORTICULTURE,original
INFORMATION REGARDING THE CURRENT WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING FOR THE SUITABLE VARIETIES OF FORAGE MAIZE(CHARE WALI MAKKI)?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING CONTROL OF KHAIRA DISEASE IN PADDY?,AGRICULTURE,original
information regarding weather ?,AGRICULTURE,original
INFORMATION REGARDING WEATHER CONDITION?,AGRICULTURE,original
INFORMATION REGARDING FOR THE WEATHER ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
Information regarding for foot root in rice ?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION RGEARDING FOR THE CONTROL OF GRASSHOPPER IN PADDY CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
DOSE OF UREA IN ACRE OF PADDY?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF RICE STEMBORER IN PADDY(JHONA) CROP?,AGRICULTURE,original
INFORMATION REGARDING FOR THE CONTROL OF LEAF FOLDER IN PADDY(JHONA) CROP?,AGRICULTURE,original
